Assembly	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details
Kpcas024	KL39	K39	Typeable	?9	99.69%	104.50%	n/a	18 / 20 (90.00%)	KL39_01_galF,100.00%,100.00%;KL39_02_cpsACP,99.52%,100.00%;KL39_03_wzi,96.44%,100.00%;KL39_04_wza,99.21%,100.00%;KL39_05_wzb,100.00%,100.00%;KL39_06_wzc,99.86%,100.00%;KL39_07,99.45%,100.00%;KL39_08_wzy,100.00%,100.00%;KL39_09_mshA,99.10%,100.00%;KL39_10_epsH,100.00%,100.00%;KL39_11_epsJ,99.70%,100.00%;KL39_12_wzx,100.00%,100.00%;KL39_13,100.00%,100.00%;KL39_14,99.69%,100.00%;KL39_15_wbaZ,100.00%,100.00%;KL39_16_wcaJ,99.78%,100.00%;KL39_17_gnd,99.79%,100.00%;KL39_18_manC,100.00%,42.25%,partial;KL39_18_manC,100.00%,32.06%,partial;KL39_18_manC,100.00%,19.32%,partial;KL39_18_manC,98.89%,19.11%,partial;KL39_18_manC,100.00%,6.16%,partial;KL39_19_manB,100.00%,56.80%,partial;KL39_19_manB,100.00%,56.80%,partial;KL39_19_manB,100.00%,32.02%,partial;KL39_19_manB,100.00%,6.58%,partial;KL39_19_manB,100.00%,3.95%,partial;KL39_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		4	KL50_10,99.43%,100.00%;KL150_19_gmd,99.70%,100.00%;KL16_20_manC,100.00%,6.16%,partial;KL104_22_manB,95.45%,4.82%,partial		
Kpcas027	KL146	unknown (KL146)	Typeable		97.26%	99.97%	-4 bp	20 / 20 (100.00%)	KL146_01_galF,99.66%,100.00%;KL146_02_cpsACP,93.30%,100.00%;KL146_03_wzi,97.28%,100.00%;KL146_04_wza,99.74%,100.00%;KL146_05_wzb,99.31%,100.00%;KL146_06_wzc,98.61%,100.00%;KL146_07_wzy,97.48%,100.00%;KL146_08_wcuD,95.75%,100.00%;KL146_09_wcuI,95.74%,99.72%;KL146_10_wcuC,93.27%,100.00%;KL146_11_wbaZ,97.66%,100.00%;KL146_12_wbaP,98.74%,100.00%;KL146_13_wctH,96.01%,100.00%;KL146_14,96.28%,100.00%;KL146_15_wzx,96.27%,100.00%;KL146_16_wcuJ,92.63%,100.00%;KL146_17_gnd,99.36%,100.00%;KL146_18_manC,99.36%,100.00%;KL146_19_manB,99.56%,100.00%;KL146_20_ugd,99.23%,100.00%		0		0 / 20 (0.00%)		4	KL40_03_wcpO,98.98%,99.80%;KL40_04,99.50%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.10%,100.00%		
Kpcas039	KL105	unknown (KL105)	Typeable	?2-	100.00%	86.61%	n/a	13 / 22 (59.09%)	KL105_01_galF,100.00%,100.00%;KL105_02_cpsACP,100.00%,100.00%;KL105_03_wzi,100.00%,100.00%;KL105_04_wza,100.00%,100.00%;KL105_05_wzb,100.00%,100.00%;KL105_06_wzc,100.00%,100.00%;KL105_07_wbaP,100.00%,100.00%;KL105_08,100.00%,100.00%;KL105_09,100.00%,100.00%;KL105_10_wcaN,100.00%,90.29%,partial;KL105_13,100.00%,62.94%,partial;KL105_14_wzx,100.00%,100.00%;KL105_15,100.00%,100.00%;KL105_16,100.00%,100.00%;KL105_17_gnd,100.00%,100.00%;KL105_18_rmlB,100.00%,100.00%;KL105_19,100.00%,100.00%;KL105_20,100.00%,100.00%;KL105_21,100.00%,100.00%;KL105_22_ugd,100.00%,100.00%	KL105_11;KL105_12	0		0 / 22 (0.00%)		4	KL40_03_wcpO,98.98%,99.80%;KL40_04,99.25%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.10%,100.00%		
Kpcas042	KL151	unknown (KL151)	Typeable		99.68%	100.00%	-3 bp	17 / 21 (80.95%)	KL151_01_galF,99.33%,100.00%;KL151_02_cpsACP,99.52%,100.00%;KL151_03_wzi,99.37%,100.00%;KL151_04_wza,100.00%,100.00%;KL151_05_wzb,100.00%,100.00%;KL151_06_wzc,99.86%,100.00%;KL151_07,100.00%,100.00%;KL151_08_wcaJ,100.00%,100.00%;KL151_09,100.00%,100.00%;KL151_10_pglI,99.29%,100.00%;KL151_11_wzy,98.98%,100.00%;KL151_12,99.20%,100.00%;KL151_13_wfgD,99.67%,100.00%;KL151_14,100.00%,100.00%;KL151_15,99.74%,100.00%;KL151_16_gnd,100.00%,100.00%;KL151_17_rmlB,99.72%,100.00%;KL151_18_rmlA,100.00%,100.00%;KL151_19_rmlD,100.00%,100.00%;KL151_20_rmlC,98.91%,100.00%;KL151_21_ugd,99.74%,100.00%		0		0 / 21 (0.00%)		1	KL150_19_gmd,90.72%,100.00%		
Kpcas048	KL5	K5	Typeable	?2-	99.07%	65.50%	n/a	11 / 19 (57.89%)	KL5_01_galF,99.33%,100.00%;KL5_02_cpsACP,91.39%,100.00%;KL5_03_wzi,99.60%,100.00%;KL5_04_wza,100.00%,100.00%;KL5_05_wzb,100.00%,100.00%;KL5_06_wzc,99.72%,100.00%;KL5_15_wcaJ,100.00%,100.00%;KL5_16_gnd,100.00%,100.00%;KL5_17_manC,100.00%,100.00%;KL5_18_manB,99.78%,100.00%;KL5_19_ugd,100.00%,100.00%	KL5_09;KL5_10;KL5_12;KL5_14;KL5_13;KL5_07;KL5_11;KL5_08_wzx	0		0 / 19 (0.00%)		2	KL40_05_rfaG,99.18%,96.58%;KL150_19_gmd,99.40%,100.00%		
Kpcas054	KL105	unknown (KL105)	Typeable		100.00%	100.00%	0 bp	13 / 22 (59.09%)	KL105_01_galF,100.00%,100.00%;KL105_02_cpsACP,100.00%,100.00%;KL105_03_wzi,100.00%,100.00%;KL105_04_wza,100.00%,100.00%;KL105_05_wzb,100.00%,100.00%;KL105_06_wzc,100.00%,100.00%;KL105_07_wbaP,100.00%,100.00%;KL105_08,100.00%,100.00%;KL105_09,100.00%,100.00%;KL105_10_wcaN,100.00%,100.00%;KL105_11,100.00%,100.00%;KL105_12,100.00%,100.00%;KL105_13,100.00%,100.00%;KL105_14_wzx,100.00%,100.00%;KL105_15,100.00%,100.00%;KL105_16,100.00%,100.00%;KL105_17_gnd,100.00%,100.00%;KL105_18_rmlB,100.00%,100.00%;KL105_19,100.00%,100.00%;KL105_20,100.00%,100.00%;KL105_21,100.00%,100.00%;KL105_22_ugd,100.00%,100.00%		0		0 / 22 (0.00%)		4	KL40_03_wcpO,98.98%,99.80%;KL40_04,99.25%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.10%,100.00%		
Kpcas083	KL112	unknown (KL112)	Typeable		99.50%	100.00%	0 bp	18 / 18 (100.00%)	KL112_01_galF,100.00%,100.00%;KL112_02_cpsACP,99.52%,100.00%;KL112_03_wzi,97.06%,100.00%;KL112_04_wza,100.00%,100.00%;KL112_05_wzb,99.31%,100.00%;KL112_06_wzc,99.44%,100.00%;KL112_07_wbaP,100.00%,100.00%;KL112_08,99.51%,100.00%;KL112_09_wzy,99.25%,100.00%;KL112_10_wcaO,100.00%,100.00%;KL112_11_wcaN,100.00%,100.00%;KL112_12_wbaZ,98.96%,100.00%;KL112_13_wcuV,99.70%,100.00%;KL112_14_wzx,99.58%,100.00%;KL112_15_gnd,100.00%,100.00%;KL112_16_manC,99.36%,100.00%;KL112_17_manB,99.78%,100.00%;KL112_18_ugd,99.48%,100.00%		0		0 / 18 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,99.70%,100.00%		
Kpcas091	KL105	unknown (KL105)	Typeable	?2-	100.00%	69.76%	n/a	11 / 22 (50.00%)	KL105_01_galF,100.00%,100.00%;KL105_02_cpsACP,100.00%,100.00%;KL105_03_wzi,100.00%,100.00%;KL105_04_wza,100.00%,100.00%;KL105_05_wzb,100.00%,100.00%;KL105_06_wzc,100.00%,100.00%;KL105_07_wbaP,100.00%,100.00%;KL105_08,100.00%,100.00%;KL105_09,100.00%,78.57%,partial;KL105_15,100.00%,10.16%,partial;KL105_16,100.00%,100.00%;KL105_17_gnd,100.00%,100.00%;KL105_18_rmlB,100.00%,100.00%;KL105_19,100.00%,100.00%;KL105_20,100.00%,100.00%;KL105_21,100.00%,100.00%;KL105_22_ugd,100.00%,100.00%	KL105_11;KL105_10_wcaN;KL105_14_wzx;KL105_13;KL105_12	0		0 / 22 (0.00%)		4	KL40_03_wcpO,98.98%,99.80%;KL40_04,99.25%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,99.10%,100.00%		
Kpcas111	KL117	unknown (KL117)	Typeable	?2-	99.90%	79.37%	n/a	16 / 20 (80.00%)	KL117_01_galF,100.00%,100.00%;KL117_02_cpsACP,100.00%,100.00%;KL117_03_wzi,99.79%,100.00%;KL117_04_wza,100.00%,100.00%;KL117_05_wzb,100.00%,100.00%;KL117_06_wzc,99.72%,100.00%;KL117_07_wbaP,100.00%,100.00%;KL117_08_wcuD,100.00%,84.24%,partial;KL117_13_wcaL,100.00%,73.09%,partial;KL117_14_wcuJ,100.00%,100.00%;KL117_15_wzx,100.00%,100.00%;KL117_16_wcsR,100.00%,100.00%;KL117_17_gnd,100.00%,100.00%;KL117_18_manC,99.78%,100.00%;KL117_19_manB,99.56%,100.00%;KL117_20_ugd,99.48%,100.00%	KL117_11_wzy;KL117_09_wcuE;KL117_12_wcuC;KL117_10_wbaZ	0		0 / 20 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,99.40%,100.00%		
KP_HGE01_003	KL64	K64	Typeable		99.94%	100.00%	0 bp	24 / 24 (100.00%)	KL64_01_galF,100.00%,100.00%;KL64_02_cpsACP,100.00%,100.00%;KL64_03_wzi,100.00%,100.00%;KL64_04_wza,99.74%,100.00%;KL64_05_wzb,100.00%,100.00%;KL64_06_wzc,100.00%,100.00%;KL64_07_wzx,99.80%,100.00%;KL64_08_wcoV,100.00%,100.00%;KL64_09,100.00%,100.00%;KL64_10_wzy,100.00%,100.00%;KL64_11_wcoU,99.69%,100.00%;KL64_12_wcoT,100.00%,100.00%;KL64_13_wcsF,100.00%,100.00%;KL64_14_wcuK,100.00%,100.00%;KL64_15_wbaZ,100.00%,100.00%;KL64_16_wcaJ,100.00%,100.00%;KL64_17_gnd,100.00%,100.00%;KL64_18_manC,100.00%,100.00%;KL64_19_manB,100.00%,100.00%;KL64_20_rmlB,100.00%,100.00%;KL64_21_rmlA,99.31%,100.00%;KL64_22_rmlD,100.00%,100.00%;KL64_23_rmlC,100.00%,100.00%;KL64_24_ugd,100.00%,100.00%		0		0 / 24 (0.00%)		2	KL40_05_rfaG,98.41%,99.21%;KL150_19_gmd,98.80%,100.00%		
KP_HGE01_004	KL140	unknown (KL140)	Typeable	?2!	94.76%	100.03%	n/a	19 / 19 (100.00%)	KL140_01_galF,100.00%,100.00%;KL140_02_cpsACP,28.57%,4.78%,truncated,below_id_threshold;KL140_03_wzi,100.00%,100.00%;KL140_04_wza,100.00%,100.00%;KL140_05_wzb,100.00%,100.00%;KL140_06_wzc,100.00%,98.22%;KL140_06_wzc,66.67%,2.19%,partial,below_id_threshold;KL140_07_wzy,100.00%,100.00%;KL140_08_wckM,100.00%,100.00%;KL140_09_wcuQ,100.00%,100.00%;KL140_10_wcuD,100.00%,100.00%;KL140_11,100.00%,100.00%;KL140_12_wzx,100.00%,100.00%;KL140_13_wbaZ,100.00%,100.00%;KL140_14_wcaJ,100.00%,100.00%;KL140_15_wcuC,100.00%,100.00%;KL140_16_gnd,100.00%,100.00%;KL140_17_manC,100.00%,100.00%;KL140_18_manB,100.00%,100.00%;KL140_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		4	KL40_03_wcpO,98.78%,100.00%;KL40_04,99.25%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,98.48%,98.20%	KL140_02_cpsACP,28.57%,4.78%,truncated,below_id_threshold	
KP_HGE01_005	KL122	unknown (KL122)	Typeable	?2	99.94%	100.04%	n/a	19 / 19 (100.00%)	KL122_01_galF,100.00%,100.00%;KL122_02_cpsACP,99.52%,100.00%;KL122_03_wzi,100.00%,100.00%;KL122_04_wza,100.00%,100.00%;KL122_05_wzb,100.00%,100.00%;KL122_06_wzc,100.00%,100.00%;KL122_07_wzy,99.75%,100.00%;KL122_08_wcuC,100.00%,100.00%;KL122_09_wckM,100.00%,100.00%;KL122_10_wcuQ,99.75%,100.00%;KL122_11_wcuD,100.00%,100.00%;KL122_12,100.00%,100.00%;KL122_13_wzx,100.00%,100.00%;KL122_14_wbaZ,100.00%,100.00%;KL122_15_wcaJ,100.00%,86.60%,partial;KL122_15_wcaJ,100.00%,14.04%,partial;KL122_16_gnd,100.00%,100.00%;KL122_17_manC,100.00%,100.00%;KL122_18_manB,100.00%,100.00%;KL122_19_ugd,99.74%,100.00%		0		0 / 19 (0.00%)		4	KL40_03_wcpO,99.80%,100.00%;KL40_04,99.50%,100.00%;KL40_05_rfaG,100.00%,100.00%;KL150_19_gmd,99.39%,98.20%		
KP_HGE01_014	KL27	K27	Typeable		99.79%	100.00%	-1 bp	18 / 18 (100.00%)	KL27_01_galF,99.66%,100.00%;KL27_02_cpsACP,100.00%,100.00%;KL27_03_wzi,99.58%,100.00%;KL27_04_wza,100.00%,100.00%;KL27_05_wzb,100.00%,100.00%;KL27_06_wzc,100.00%,100.00%;KL27_07_wcaJ,100.00%,100.00%;KL27_08_wckI,100.00%,100.00%;KL27_09_wckS,99.60%,100.00%;KL27_10_wckR,99.71%,100.00%;KL27_11_wzy,99.76%,100.00%;KL27_12_wzx,100.00%,100.00%;KL27_13_wckQ,99.62%,100.00%;KL27_14_wcuJ,99.70%,100.00%;KL27_15_wctE,99.67%,100.00%;KL27_16_wctF,99.39%,100.00%;KL27_17_gnd,100.00%,100.00%;KL27_18_ugd,99.48%,100.00%		0		0 / 18 (0.00%)		1	KL150_19_gmd,88.92%,100.00%		
KP_HGE01_017	KL31	K31	Typeable	?9	99.44%	103.44%	n/a	20 / 20 (100.00%)	KL31_01_galF,99.66%,100.00%;KL31_02_cpsACP,97.61%,100.00%;KL31_03_wzi,99.60%,100.00%;KL31_04_wza,100.00%,100.00%;KL31_05_wzb,100.00%,100.00%;KL31_06_wzc,99.72%,100.00%;KL31_07_wctG,99.73%,100.00%;KL31_08_wcuP,99.29%,100.00%;KL31_09_wzy,100.00%,100.00%;KL31_10_wcuC,100.00%,100.00%;KL31_11_wbaZ,99.74%,100.00%;KL31_12_wcaJ,99.79%,100.00%;KL31_13_wctH,100.00%,100.00%;KL31_14_wctI,99.67%,100.00%;KL31_15_wzx,100.00%,100.00%;KL31_16_wcuJ,99.70%,100.00%;KL31_17_gnd,99.79%,100.00%;KL31_18_manC,98.92%,98.09%,partial;KL31_19_manB,98.69%,33.55%,partial;KL31_19_manB,98.03%,33.33%,partial;KL31_19_manB,100.00%,29.61%,partial;KL31_19_manB,99.26%,29.82%,partial;KL31_19_manB,98.51%,14.69%,partial;KL31_19_manB,98.21%,12.28%,partial;KL31_19_manB,100.00%,6.80%,partial;KL31_20_ugd,99.48%,100.00%		0		0 / 20 (0.00%)		2	KL50_10,99.62%,100.00%;KL150_19_gmd,99.70%,100.00%		
KP_HGE01_024	KL7	K7	Typeable	?2	99.53%	100.00%	n/a	20 / 20 (100.00%)	KL7_01_galF,99.66%,100.00%;KL7_02_cpsACP,98.09%,100.00%;KL7_03_wzi,99.79%,100.00%;KL7_04_wza,99.47%,100.00%;KL7_05_wzb,99.31%,100.00%;KL7_06_wzc,99.86%,100.00%;KL7_07_wcuE,99.70%,100.00%;KL7_08_wckC,99.38%,100.00%;KL7_09_wcuC,99.42%,100.00%;KL7_10_wzy,99.74%,100.00%;KL7_11_wckD,99.72%,100.00%;KL7_12_wclS,99.72%,100.00%;KL7_13_wcuJ,100.00%,100.00%;KL7_14_wzx,99.17%,100.00%;KL7_15_wbaZ,100.00%,100.00%;KL7_16_wcaJ,99.35%,100.00%;KL7_17_gnd,99.57%,100.00%;KL7_18_manC,99.58%,100.00%;KL7_19_manB,99.56%,100.00%;KL7_20_ugd,99.48%,100.00%		0		0 / 20 (0.00%)		6	KL102_03_wzi,100.00%,97.63%,partial;KL40_03_wcpO,99.59%,100.00%;KL40_04,99.25%,100.00%;KL40_05_rfaG,99.21%,100.00%;KL102_04_wza,100.00%,92.84%,partial;KL150_19_gmd,99.10%,100.00%		
KP_HGE01_025	KL16	K16	Typeable		99.74%	100.00%	0 bp	21 / 22 (95.45%)	KL16_01_galF,99.66%,100.00%;KL16_02_cpsACP,97.61%,100.00%;KL16_03_wzi,100.00%,100.00%;KL16_04_wza,100.00%,100.00%;KL16_05_wzb,100.00%,100.00%;KL16_06_wzc,100.00%,100.00%;KL16_07_wzx,100.00%,100.00%;KL16_08_wzy,100.00%,100.00%;KL16_09_gtf1,99.73%,100.00%;KL16_10_vatD,99.45%,100.00%;KL16_11_lacA,100.00%,100.00%;KL16_12_sunS,100.00%,100.00%;KL16_13_gmd,100.00%,100.00%;KL16_14_fcl,100.00%,100.00%;KL16_15_gmm,100.00%,100.00%;KL16_16,100.00%,100.00%;KL16_17_wcaJ,100.00%,100.00%;KL16_18_gnd,100.00%,100.00%;KL16_19,99.37%,100.00%;KL16_20_manC,99.15%,100.00%;KL16_21_manB,99.56%,100.00%;KL16_22_ugd,99.74%,100.00%		0		0 / 22 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,99.70%,100.00%		
KP_HGE01_029	KL140	unknown (KL140)	Typeable		99.97%	100.00%	0 bp	19 / 19 (100.00%)	KL140_01_galF,100.00%,100.00%;KL140_02_cpsACP,99.52%,100.00%;KL140_03_wzi,100.00%,100.00%;KL140_04_wza,100.00%,100.00%;KL140_05_wzb,100.00%,100.00%;KL140_06_wzc,99.86%,100.00%;KL140_07_wzy,100.00%,100.00%;KL140_08_wckM,100.00%,100.00%;KL140_09_wcuQ,100.00%,100.00%;KL140_10_wcuD,100.00%,100.00%;KL140_11,100.00%,100.00%;KL140_12_wzx,100.00%,100.00%;KL140_13_wbaZ,100.00%,100.00%;KL140_14_wcaJ,100.00%,100.00%;KL140_15_wcuC,100.00%,100.00%;KL140_16_gnd,100.00%,100.00%;KL140_17_manC,100.00%,100.00%;KL140_18_manB,100.00%,100.00%;KL140_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		4	KL40_03_wcpO,98.78%,100.00%;KL40_04,99.25%,100.00%;KL40_05_rfaG,99.47%,100.00%;KL150_19_gmd,98.48%,98.20%		
KP_HGE01_039	KL38	K38	Typeable	!	99.85%	100.02%	5 bp	16 / 17 (94.12%)	KL38_01_galF,100.00%,100.00%;KL38_02_cpsACP,100.00%,100.00%;KL38_03_wzi,98.95%,100.00%;KL38_04_wza,100.00%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_06_wzc,99.86%,100.00%;KL38_07_wcaJ,100.00%,100.00%;KL38_08_wzy,99.76%,100.00%;KL38_09_wctM,100.00%,100.00%;KL38_10_wcaN,100.00%,100.00%;KL38_11_wzx,99.54%,100.00%;KL38_12_wckS,100.00%,100.00%;KL38_13_wckR,100.00%,100.00%;KL38_14,99.79%,100.00%;KL38_15,99.62%,68.82%,truncated;KL38_16_gnd,100.00%,100.00%;KL38_17_ugd,100.00%,100.00%		0		0 / 17 (0.00%)		4	KL50_10,99.43%,100.00%;KL43_17_manC,100.00%,100.00%;KL30_19_manB,99.35%,98.29%;KL150_19_gmd,99.40%,100.00%	KL38_15,99.62%,68.82%,truncated	
KP_HGE01_040	KL105	unknown (KL105)	Typeable		99.86%	100.00%	-1 bp	13 / 22 (59.09%)	KL105_01_galF,100.00%,100.00%;KL105_02_cpsACP,100.00%,100.00%;KL105_03_wzi,100.00%,100.00%;KL105_04_wza,100.00%,100.00%;KL105_05_wzb,100.00%,100.00%;KL105_06_wzc,99.86%,100.00%;KL105_07_wbaP,100.00%,100.00%;KL105_08,100.00%,100.00%;KL105_09,100.00%,100.00%;KL105_10_wcaN,100.00%,100.00%;KL105_11,100.00%,100.00%;KL105_12,100.00%,100.00%;KL105_13,100.00%,100.00%;KL105_14_wzx,99.80%,100.00%;KL105_15,100.00%,100.00%;KL105_16,100.00%,100.00%;KL105_17_gnd,100.00%,100.00%;KL105_18_rmlB,100.00%,100.00%;KL105_19,100.00%,100.00%;KL105_20,99.66%,100.00%;KL105_21,97.83%,100.00%;KL105_22_ugd,99.74%,100.00%		0		0 / 22 (0.00%)		4	KL50_10,99.62%,100.00%;KL16_20_manC,99.79%,100.00%;KL30_19_manB,99.78%,98.29%;KL150_19_gmd,99.10%,100.00%		
KP_HGE01_042	KL64	K64	Typeable		100.00%	100.00%	0 bp	24 / 24 (100.00%)	KL64_01_galF,100.00%,100.00%;KL64_02_cpsACP,100.00%,100.00%;KL64_03_wzi,100.00%,100.00%;KL64_04_wza,100.00%,100.00%;KL64_05_wzb,100.00%,100.00%;KL64_06_wzc,100.00%,100.00%;KL64_07_wzx,100.00%,100.00%;KL64_08_wcoV,100.00%,100.00%;KL64_09,100.00%,100.00%;KL64_10_wzy,100.00%,100.00%;KL64_11_wcoU,100.00%,100.00%;KL64_12_wcoT,100.00%,100.00%;KL64_13_wcsF,100.00%,100.00%;KL64_14_wcuK,100.00%,100.00%;KL64_15_wbaZ,100.00%,100.00%;KL64_16_wcaJ,100.00%,100.00%;KL64_17_gnd,100.00%,100.00%;KL64_18_manC,100.00%,100.00%;KL64_19_manB,100.00%,100.00%;KL64_20_rmlB,100.00%,100.00%;KL64_21_rmlA,100.00%,100.00%;KL64_22_rmlD,100.00%,100.00%;KL64_23_rmlC,100.00%,100.00%;KL64_24_ugd,100.00%,100.00%		0		0 / 24 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%		
KP_HGE01_044	KL105	unknown (KL105)	Typeable		99.86%	100.00%	-1 bp	13 / 22 (59.09%)	KL105_01_galF,100.00%,100.00%;KL105_02_cpsACP,100.00%,100.00%;KL105_03_wzi,100.00%,100.00%;KL105_04_wza,100.00%,100.00%;KL105_05_wzb,100.00%,100.00%;KL105_06_wzc,99.86%,100.00%;KL105_07_wbaP,100.00%,100.00%;KL105_08,100.00%,100.00%;KL105_09,100.00%,100.00%;KL105_10_wcaN,100.00%,100.00%;KL105_11,100.00%,100.00%;KL105_12,100.00%,100.00%;KL105_13,100.00%,100.00%;KL105_14_wzx,99.80%,100.00%;KL105_15,100.00%,100.00%;KL105_16,100.00%,100.00%;KL105_17_gnd,100.00%,100.00%;KL105_18_rmlB,100.00%,100.00%;KL105_19,100.00%,100.00%;KL105_20,99.66%,100.00%;KL105_21,97.83%,100.00%;KL105_22_ugd,99.74%,100.00%		0		0 / 22 (0.00%)		4	KL50_10,99.62%,100.00%;KL16_20_manC,99.79%,100.00%;KL30_19_manB,99.78%,98.29%;KL150_19_gmd,99.10%,100.00%		
KP_HGE01_045	KL17	K17	Typeable		99.96%	100.00%	0 bp	20 / 20 (100.00%)	KL17_01_galF,100.00%,100.00%;KL17_02_cpsACP,100.00%,100.00%;KL17_03_wzi,99.79%,100.00%;KL17_04_wza,100.00%,100.00%;KL17_05_wzb,100.00%,100.00%;KL17_06_wzc,100.00%,100.00%;KL17_07_wzy,100.00%,100.00%;KL17_08_wctR,99.72%,100.00%;KL17_09_wctS,100.00%,100.00%;KL17_10_wctT,100.00%,100.00%;KL17_11_wctU,99.73%,100.00%;KL17_12_wcaJ,100.00%,100.00%;KL17_13_wcmZ,100.00%,100.00%;KL17_14_wzx,100.00%,100.00%;KL17_15_gnd,100.00%,100.00%;KL17_16_rmlB,100.00%,100.00%;KL17_17_rmlA,100.00%,100.00%;KL17_18_rmlD,100.00%,100.00%;KL17_19_rmlC,100.00%,100.00%;KL17_20_ugd,100.00%,100.00%		0		0 / 20 (0.00%)		2	KL40_05_rfaG,98.41%,99.21%;KL150_19_gmd,99.10%,100.00%		
KP_HGUA02_051	KL38	K38	Typeable		99.86%	100.03%	6 bp	16 / 17 (94.12%)	KL38_01_galF,100.00%,100.00%;KL38_02_cpsACP,100.00%,100.00%;KL38_03_wzi,98.95%,100.00%;KL38_04_wza,100.00%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_06_wzc,99.86%,100.00%;KL38_07_wcaJ,100.00%,100.00%;KL38_08_wzy,99.76%,100.00%;KL38_09_wctM,100.00%,100.00%;KL38_10_wcaN,100.00%,100.00%;KL38_11_wzx,99.54%,100.00%;KL38_12_wckS,100.00%,100.00%;KL38_13_wckR,100.00%,100.00%;KL38_14,99.79%,100.00%;KL38_15,99.74%,100.17%;KL38_16_gnd,100.00%,100.00%;KL38_17_ugd,100.00%,100.00%		0		0 / 17 (0.00%)		4	KL50_10,99.43%,100.00%;KL43_17_manC,100.00%,100.00%;KL30_19_manB,99.35%,98.29%;KL150_19_gmd,99.40%,100.00%		
KP_HGUA02_054	KL31	K31	Typeable		99.75%	100.00%	-1 bp	20 / 20 (100.00%)	KL31_01_galF,100.00%,100.00%;KL31_02_cpsACP,99.52%,100.00%;KL31_03_wzi,100.00%,100.00%;KL31_04_wza,100.00%,100.00%;KL31_05_wzb,100.00%,100.00%;KL31_06_wzc,99.86%,100.00%;KL31_07_wctG,99.73%,100.00%;KL31_08_wcuP,100.00%,100.00%;KL31_09_wzy,100.00%,100.00%;KL31_10_wcuC,99.71%,100.00%;KL31_11_wbaZ,99.74%,100.00%;KL31_12_wcaJ,99.79%,100.00%;KL31_13_wctH,100.00%,100.00%;KL31_14_wctI,99.35%,100.00%;KL31_15_wzx,100.00%,100.00%;KL31_16_wcuJ,100.00%,100.00%;KL31_17_gnd,99.79%,100.00%;KL31_18_manC,98.73%,100.00%;KL31_19_manB,99.12%,100.00%;KL31_20_ugd,99.74%,100.00%		0		2 / 20 (10.00%)	KL31_18_manC,98.73%,100.00%;KL31_19_manB,98.66%,98.25%	2	KL50_10,99.43%,100.00%;KL150_19_gmd,99.70%,100.00%		
KP_HGUA02_055	KL62	K62	Typeable		99.94%	100.00%	0 bp	14 / 19 (73.68%)	KL62_01_galF,100.00%,100.00%;KL62_02_cpsACP,99.52%,100.00%;KL62_03_wzi,100.00%,100.00%;KL62_04_wza,100.00%,100.00%;KL62_05_wzb,100.00%,100.00%;KL62_06_wzc,99.86%,100.00%;KL62_07_wbaP,99.79%,100.00%;KL62_08,100.00%,100.00%;KL62_09,100.00%,100.00%;KL62_10,100.00%,100.00%;KL62_11_wzy,100.00%,100.00%;KL62_12,100.00%,100.00%;KL62_13,100.00%,100.00%;KL62_14,100.00%,100.00%;KL62_15_wzx,100.00%,100.00%;KL62_16_gnd,100.00%,100.00%;KL62_17_manC,100.00%,100.00%;KL62_18_manB,99.78%,100.00%;KL62_19_ugd,100.00%,100.00%		0		0 / 19 (0.00%)		2	KL40_05_rfaG,98.42%,99.74%;KL150_19_gmd,98.80%,100.00%		
